UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Power_kW,Vibration_mms,Machine_failure
4149,M04149,M,302.0,312.2,1330,44.4,98,6.179,33.493,0
4150,M04150,M,299.1,307.8,1861,48.1,154,9.373,25.893,1
4151,L04151,L,302.2,313.4,1266,39.9,142,5.288,31.424,0
4152,L04152,L,302.2,312.5,1531,27.9,73,4.476,18.237,0
4153,M04153,M,302.2,313.5,1358,43.0,117,6.116,31.84,0
4154,L04154,L,298.7,308.5,1313,50.0,83,6.876,38.093,0
4155,L04155,L,299.7,310.4,1648,45.9,184,7.928,27.879,0
4156,L04156,L,300.5,308.7,1459,40.6,31,6.202,27.843,0
4157,L04157,L,297.3,306.8,1581,45.7,188,7.559,28.788,0
4158,M04158,M,303.2,311.9,1049,37.8,40,4.149,35.923,0
4159,H04159,H,300.0,309.6,1601,50.4,76,8.455,31.433,0
4160,L04160,L,300.6,311.0,1356,53.5,83,7.592,39.407,0
4161,L04161,L,298.8,308.2,1124,27.0,248,3.183,24.095,1
4162,L04162,L,297.3,308.2,1877,51.2,147,10.056,27.274,1
4163,L04163,L,298.8,307.9,1620,62.4,194,10.583,38.548,1
4164,L04164,L,300.4,311.3,1545,45.3,139,7.324,29.499,0
4165,M04165,M,301.3,312.7,1750,49.8,246,9.133,28.74,1
4166,L04166,L,300.3,311.3,1550,33.5,44,5.441,21.648,0
4167,L04167,L,300.7,310.3,1340,35.0,151,4.907,26.179,0
4168,L04168,L,299.3,307.2,1465,37.9,199,5.815,25.939,0
4169,L04169,L,301.0,311.6,1364,36.0,157,5.14,26.476,0
4170,L04170,L,303.0,312.8,1400,26.9,224,3.941,19.306,0
4171,L04171,L,301.4,310.4,1248,38.3,150,5.004,30.604,0
4172,H04172,H,301.6,311.1,1306,48.4,207,6.614,37.23,0
4173,L04173,L,300.6,312.0,1679,27.0,44,4.75,16.244,0
4174,L04174,L,297.0,305.9,1566,41.8,66,6.855,26.776,0
4175,M04175,M,297.9,308.4,1399,41.5,111,6.079,29.713,0
4176,H04176,H,300.9,311.1,1294,37.0,213,5.014,28.614,0
4177,L04177,L,300.0,309.6,1419,45.0,107,6.681,31.71,0
4178,M04178,M,300.9,311.5,1163,44.0,157,5.363,37.927,0
4179,L04179,L,303.4,315.0,1525,36.3,99,5.794,23.808,0
4180,L04180,L,301.5,311.2,1689,50.6,201,8.952,30.0,0
4181,L04181,L,302.5,312.3,1973,45.6,50,9.425,23.113,1
4182,M04182,M,300.2,310.8,1279,55.7,148,7.467,43.552,0
4183,M04183,M,298.4,309.3,1681,39.3,144,6.923,23.595,0
4184,L04184,L,299.9,309.8,1359,36.8,101,5.233,27.096,0
4185,L04185,L,298.4,308.1,1274,37.9,176,5.06,29.725,0
4186,M04186,M,303.1,310.9,1274,51.8,7,6.91,40.668,1
4187,L04187,L,301.6,310.8,1528,38.5,210,6.163,25.094,0
4188,L04188,L,301.0,309.9,1314,39.1,87,5.383,29.885,0
4189,M04189,M,302.5,313.2,1379,59.6,198,8.606,43.252,0
4190,M04190,M,296.0,305.7,1412,26.6,76,3.926,18.788,0
4191,M04191,M,301.2,310.9,1352,43.6,47,6.168,32.194,0
4192,M04192,M,297.4,307.4,1337,39.4,97,5.516,29.302,0
4193,L04193,L,300.0,309.1,1014,37.5,199,3.982,37.165,0
4194,M04194,M,299.4,310.9,1517,30.5,176,4.841,20.111,0
4195,M04195,M,301.3,312.6,1514,33.4,100,5.288,22.235,0
4196,L04196,L,300.5,312.1,1341,35.9,234,5.042,26.782,0
4197,L04197,L,302.7,313.4,1572,45.0,102,7.401,28.656,0
4198,L04198,L,298.8,308.8,1779,48.5,88,9.042,27.357,1
4199,L04199,L,301.4,313.0,1505,22.2,36,3.5,14.824,0
4200,M04200,M,300.3,309.6,1766,28.0,18,5.175,15.814,0
4201,M04201,M,296.7,305.9,1948,45.5,87,9.276,23.187,1
4202,L04202,L,298.2,307.6,2006,46.3,23,9.731,23.33,1
4203,L04203,L,299.7,310.2,1262,25.4,116,3.353,20.032,1
4204,H04204,H,302.2,311.5,1263,48.7,215,6.449,38.848,0
4205,L04205,L,300.9,310.8,1411,39.9,119,5.89,28.2,0
4206,L04206,L,297.7,306.1,1526,47.5,120,7.585,31.264,0
4207,L04207,L,299.7,310.2,1817,31.5,63,5.991,17.395,0
4208,L04208,L,304.0,312.5,1625,26.1,42,4.443,16.133,0
4209,L04209,L,300.2,309.3,1259,36.9,56,4.868,29.262,0
4210,L04210,L,299.3,310.6,1378,37.4,142,5.389,27.089,0
4211,L04211,L,301.0,312.2,1492,36.8,148,5.748,24.644,0
4212,L04212,L,301.5,311.9,1202,36.1,55,4.544,30.055,0
4213,L04213,L,299.1,309.4,1503,56.9,100,8.959,37.875,0
4214,L04214,L,301.0,310.5,1262,23.0,142,3.041,18.181,1
4215,M04215,M,299.3,308.6,1170,31.6,190,3.865,26.889,0
4216,M04216,M,301.4,311.1,1311,35.8,80,4.915,27.255,0
4217,L04217,L,300.3,308.8,1582,40.2,68,6.667,25.486,0
4218,L04218,L,301.0,311.2,1581,47.1,183,7.799,29.731,0
4219,M04219,M,298.5,308.5,1519,48.7,128,7.741,31.913,0
4220,L04220,L,298.4,307.4,1698,50.8,214,9.028,29.905,1
4221,L04221,L,301.9,313.5,1677,44.8,53,7.871,26.503,0
4222,M04222,M,299.8,310.4,1541,22.7,193,3.663,14.731,0
4223,M04223,M,300.6,311.3,1513,23.4,41,3.701,15.442,0
4224,M04224,M,299.4,308.9,1526,51.5,146,8.225,33.789,0
4225,L04225,L,301.8,311.8,1470,50.8,71,7.827,34.599,0
4226,M04226,M,298.8,309.4,1065,46.4,25,5.171,43.398,0
4227,L04227,L,299.7,309.9,1727,31.8,154,5.751,18.392,0
4228,M04228,M,301.6,313.2,1580,36.8,127,6.083,23.348,0
4229,L04229,L,302.3,312.1,1257,36.0,121,4.739,28.697,0
4230,L04230,L,299.0,308.4,1786,29.8,148,5.563,16.585,0
4231,M04231,M,303.9,314.6,1382,42.6,93,6.164,30.86,0
4232,L04232,L,300.6,309.4,1478,61.6,168,9.53,41.726,1
4233,L04233,L,297.9,308.8,1705,35.0,33,6.256,20.459,0
4234,H04234,H,300.7,309.4,1544,53.0,179,8.564,34.109,0
4235,L04235,L,299.2,309.9,1767,31.1,145,5.764,17.803,0
4236,L04236,L,300.9,310.2,1430,24.6,122,3.688,17.263,0
4237,L04237,L,299.9,310.4,1838,49.9,32,9.601,27.086,1
4238,M04238,M,300.1,311.1,1344,37.8,70,5.324,28.075,0
4239,M04239,M,298.2,308.3,1764,52.7,74,9.735,29.905,1
4240,L04240,L,302.0,310.8,1047,54.7,58,5.998,52.358,0
4241,M04241,M,297.7,306.8,1280,37.2,239,4.988,28.925,0
4242,L04242,L,297.8,307.1,1560,53.4,229,8.726,34.219,1
4243,M04243,M,300.7,308.8,1420,31.2,137,4.645,22.166,0
4244,L04244,L,303.2,314.3,1485,31.1,51,4.834,21.012,0
4245,L04245,L,299.3,309.4,1508,50.7,228,8.012,33.702,1
4246,H04246,H,301.4,310.3,1262,24.5,187,3.24,19.475,1
4247,L04247,L,302.1,313.6,1277,40.0,10,5.346,31.347,0
4248,L04248,L,301.6,310.9,1546,52.5,123,8.501,33.9,0
4249,L04249,L,299.4,309.6,1367,53.2,151,7.61,38.846,0
4250,H04250,H,297.8,307.0,1768,35.7,17,6.605,20.255,0
4251,L04251,L,295.6,303.6,1462,50.1,12,7.667,34.218,0
4252,L04252,L,299.5,308.1,1644,28.8,116,4.952,17.531,0
4253,L04253,L,302.4,311.9,1589,33.3,0,5.544,20.994,0
4254,L04254,L,297.8,308.6,1380,42.3,12,6.112,30.879,0
4255,L04255,L,301.4,311.7,1104,43.8,41,5.061,39.64,0
4256,M04256,M,298.1,308.2,1737,29.5,227,5.37,17.113,0
4257,H04257,H,300.2,308.2,1304,58.6,192,8.007,45.019,1
4258,L04258,L,301.4,312.7,1419,21.2,113,3.155,14.944,1
4259,L04259,L,298.7,308.9,1470,40.5,120,6.24,27.458,0
4260,L04260,L,300.3,310.2,1490,42.0,172,6.546,28.159,0
4261,L04261,L,299.2,310.3,1692,22.5,119,3.993,13.403,0
4262,M04262,M,301.4,312.7,1501,53.2,16,8.37,35.344,0
4263,L04263,L,300.5,311.6,1475,32.6,185,5.033,22.189,0
4264,L04264,L,300.1,309.9,1704,41.0,14,7.312,24.191,0
4265,M04265,M,303.1,312.1,1620,43.3,122,7.343,26.724,0
4266,L04266,L,301.3,312.3,1353,25.5,215,3.607,18.908,1
4267,M04267,M,298.6,307.3,1271,29.3,29,3.896,23.058,0
4268,L04268,L,299.8,311.8,1335,55.6,177,7.779,41.72,0
4269,M04269,M,299.8,309.9,1490,39.3,12,6.139,26.55,0
4270,H04270,H,300.2,309.1,1251,13.0,248,1.707,10.262,1
4271,M04271,M,305.0,313.8,1518,37.0,171,5.879,24.283,0
4272,H04272,H,300.7,309.5,1474,39.7,242,6.124,27.036,0
4273,L04273,L,295.9,306.1,1000,42.2,167,4.419,42.337,0
4274,L04274,L,298.9,308.9,1219,20.0,61,2.554,16.278,1
4275,M04275,M,296.1,304.9,1000,39.7,232,4.158,39.863,1
4276,L04276,L,299.3,309.0,1431,31.7,157,4.747,21.873,0
4277,L04277,L,296.0,304.7,1715,42.2,144,7.58,24.678,0
4278,L04278,L,298.3,308.8,1122,45.1,107,5.294,40.19,0
4279,L04279,L,297.0,306.9,1236,44.0,71,5.693,35.539,0
4280,L04280,L,300.8,310.4,1467,54.0,133,8.303,36.763,0
4281,L04281,L,300.0,308.7,1287,61.9,92,8.345,48.028,0
4282,M04282,M,300.6,310.3,1286,28.7,214,3.861,22.264,1
4283,L04283,L,299.8,309.4,1608,36.2,7,6.094,22.694,0
4284,L04284,L,297.2,307.5,1401,47.4,133,6.959,33.937,0
4285,L04285,L,301.0,311.2,1203,38.7,209,4.878,32.349,0
4286,L04286,L,303.8,314.6,1082,12.8,7,1.448,11.767,1
4287,M04287,M,300.8,310.3,1942,38.1,71,7.742,19.632,0
4288,L04288,L,299.1,307.3,1726,52.3,13,9.459,30.224,1
4289,L04289,L,297.1,308.1,1410,26.1,149,3.846,18.453,0
4290,M04290,M,298.2,307.2,1518,42.2,79,6.707,27.756,0
4291,L04291,L,300.9,309.8,1402,20.9,240,3.073,14.972,1
4292,L04292,L,302.1,312.1,1602,48.7,154,8.17,30.327,0
4293,L04293,L,300.5,310.8,1329,42.4,140,5.904,31.828,0
4294,H04294,H,301.6,311.1,1391,34.3,229,5.0,24.705,0
4295,L04295,L,301.4,310.9,1591,35.8,56,5.968,22.508,0
4296,L04296,L,301.0,310.6,1791,25.0,141,4.69,13.896,0
4297,L04297,L,298.7,310.1,1648,50.1,136,8.644,30.296,0
4298,L04298,L,300.3,310.3,1747,32.0,21,5.855,18.253,0
4299,L04299,L,298.3,307.3,1438,45.0,233,6.775,31.388,0
4300,L04300,L,300.0,309.1,1375,30.4,175,4.376,22.131,0
4301,L04301,L,300.7,310.4,1112,62.0,222,7.22,55.649,1
4302,H04302,H,303.4,313.6,1514,55.6,246,8.817,36.639,1
4303,M04303,M,297.4,307.9,1576,60.7,120,10.023,38.429,1
4304,L04304,L,301.0,311.1,1440,61.9,201,9.335,42.95,1
4305,M04305,M,303.0,312.1,1345,33.7,144,4.739,25.041,0
4306,L04306,L,301.5,311.1,1749,31.2,244,5.706,17.731,0
4307,L04307,L,301.7,312.4,1626,60.3,62,10.263,37.272,1
4308,M04308,M,301.2,310.0,1763,38.6,3,7.123,21.956,0
4309,M04309,M,302.6,312.1,1309,48.3,46,6.627,36.912,0
4310,M04310,M,297.8,308.4,1358,33.8,32,4.807,24.887,0
4311,L04311,L,297.2,308.1,1741,34.0,109,6.19,19.37,0
4312,H04312,H,300.0,309.8,1491,48.3,19,7.539,32.284,0
4313,L04313,L,295.7,305.3,1386,20.3,55,2.947,14.778,1
4314,M04314,M,302.5,311.1,1400,47.8,24,7.013,34.327,0
4315,H04315,H,302.4,313.0,1498,45.2,122,7.097,29.986,0
4316,L04316,L,299.1,310.5,1701,34.7,67,6.179,20.451,0
4317,M04317,M,299.3,311.8,1468,40.2,118,6.186,27.553,0
4318,L04318,L,299.9,310.2,1658,41.8,22,7.259,25.18,0
4319,L04319,L,300.1,310.1,1593,42.4,129,7.07,26.742,0
4320,L04320,L,300.3,309.3,1324,46.9,33,6.504,35.492,0
4321,L04321,L,301.1,309.2,1324,31.9,25,4.417,24.098,1
4322,H04322,H,299.7,309.8,1410,67.0,78,9.889,47.479,1
4323,M04323,M,301.9,314.2,1233,37.9,219,4.898,30.792,0
4324,L04324,L,300.9,312.2,1397,38.7,197,5.661,27.649,0
4325,M04325,M,298.8,309.9,1803,59.4,240,11.222,33.006,1
4326,H04326,H,302.7,312.9,1494,21.7,115,3.396,14.559,1
4327,L04327,L,297.3,307.6,1347,59.3,78,8.369,44.021,0
4328,H04328,H,299.8,307.4,1883,40.9,243,8.072,21.543,0
4329,L04329,L,301.9,312.7,1314,34.7,95,4.774,26.39,0
4330,M04330,M,298.6,308.0,1308,28.8,2,3.944,21.926,0
4331,L04331,L,300.6,309.9,1746,27.3,205,4.993,15.53,1
4332,L04332,L,301.1,310.8,1632,36.6,42,6.253,22.343,0
4333,L04333,L,298.3,307.9,1474,42.8,179,6.603,29.106,0
4334,M04334,M,299.9,309.1,1666,46.2,4,8.066,27.629,0
4335,L04335,L,299.7,309.7,1560,42.7,28,6.97,27.255,0
4336,L04336,L,298.9,308.3,1263,34.9,121,4.615,27.707,0
4337,L04337,L,304.6,314.7,1020,53.4,17,5.706,52.247,0
4338,H04338,H,298.5,307.0,1387,66.7,222,9.69,48.02,1
4339,L04339,L,302.0,311.8,1717,54.9,187,9.879,32.082,1
4340,L04340,L,299.2,308.1,1414,36.4,82,5.392,25.729,0
4341,L04341,L,297.8,307.2,1592,45.0,149,7.506,28.286,0
4342,L04342,L,300.2,310.3,1537,45.7,179,7.349,29.688,0
4343,M04343,M,301.3,309.7,1161,56.0,189,6.815,48.296,1
4344,M04344,M,301.8,311.0,1419,36.6,99,5.44,25.879,0
4345,L04345,L,303.1,313.7,1572,30.4,225,4.996,19.298,0
4346,L04346,L,305.9,314.5,1343,51.3,235,7.218,38.089,1
4347,M04347,M,300.5,312.3,1427,44.1,49,6.587,30.898,0
4348,L04348,L,298.7,309.9,1578,28.9,228,4.779,18.284,1
4349,M04349,M,300.9,310.4,1515,47.1,178,7.463,31.155,0
4350,M04350,M,299.5,308.7,1709,58.4,222,10.451,34.065,1
4351,M04351,M,301.9,312.1,1577,33.1,106,5.459,20.937,0
4352,L04352,L,297.4,306.0,1309,31.1,165,4.261,23.606,1
4353,L04353,L,304.7,312.7,1404,40.3,59,5.927,28.772,0
4354,H04354,H,301.7,311.3,1504,46.8,188,7.372,31.24,0
4355,L04355,L,296.6,306.5,1768,39.3,145,7.266,22.156,0
4356,M04356,M,298.6,308.7,1405,51.3,120,7.556,36.517,0
4357,L04357,L,301.6,311.0,1153,42.6,173,5.147,36.857,0
4358,M04358,M,302.4,313.6,1588,50.1,138,8.335,31.486,0
4359,L04359,L,297.5,306.0,1349,32.8,191,4.632,24.38,1
4360,L04360,L,301.4,310.3,1243,27.7,215,3.608,22.254,1
4361,L04361,L,296.1,306.6,1504,36.6,200,5.763,24.386,0
4362,M04362,M,299.8,308.7,1695,26.5,77,4.709,15.658,0
4363,M04363,M,302.2,311.0,1385,44.1,244,6.396,31.906,0
4364,L04364,L,298.9,309.0,1599,19.8,162,3.322,12.362,1
4365,L04365,L,297.0,305.9,1636,35.5,81,6.079,21.786,0
4366,M04366,M,300.3,310.2,1658,37.1,11,6.45,22.583,0
4367,L04367,L,298.8,308.1,1354,29.5,247,4.186,21.649,0
4368,L04368,L,301.3,310.4,1276,36.9,150,4.935,28.943,0
4369,L04369,L,298.2,306.1,1303,40.0,57,5.464,30.721,1
4370,L04370,L,298.5,308.6,1658,52.7,123,9.15,31.705,1
4371,L04371,L,296.0,304.7,1633,29.6,99,5.062,18.157,0
4372,L04372,L,300.3,310.2,1309,43.6,238,5.971,33.411,0
4373,L04373,L,299.7,309.2,1927,45.6,123,9.191,23.45,1
4374,L04374,L,297.6,307.4,1285,39.8,121,5.353,30.765,0
4375,L04375,L,300.4,310.2,1700,35.0,199,6.234,20.767,0
4376,L04376,L,302.1,312.2,1804,28.6,98,5.405,15.836,0
4377,L04377,L,299.6,308.8,1522,59.0,49,9.401,38.766,1
4378,M04378,M,300.5,311.8,1346,40.7,192,5.741,30.149,0
4379,L04379,L,300.5,308.7,1350,36.8,228,5.21,27.288,1
4380,L04380,L,297.6,307.4,1448,61.2,11,9.28,42.425,1
4381,L04381,L,304.1,314.9,1716,42.2,215,7.588,24.653,0
4382,L04382,L,299.1,309.5,1260,65.4,109,8.634,51.951,0
4383,L04383,L,301.3,310.3,1132,25.8,72,3.063,22.642,1
4384,L04384,L,301.5,310.7,1572,37.6,10,6.196,24.005,0
4385,M04385,M,299.7,308.7,1616,26.3,51,4.452,16.272,0
4386,L04386,L,301.2,311.8,1894,38.8,83,7.69,20.418,0
4387,H04387,H,300.5,309.8,1224,38.7,18,4.963,31.719,0
4388,L04388,L,297.2,307.4,1473,35.4,47,5.464,23.961,0
4389,L04389,L,299.3,309.6,1732,40.5,184,7.354,23.457,0
4390,L04390,L,298.8,311.1,1524,35.9,172,5.731,23.68,0
4391,L04391,L,299.1,309.4,1461,38.9,192,5.951,26.64,0
4392,L04392,L,297.4,306.6,1658,32.4,41,5.633,19.525,0
4393,M04393,M,302.3,310.8,1380,54.4,11,7.866,39.38,0
4394,L04394,L,303.2,312.9,1670,28.9,117,5.057,17.348,0
4395,H04395,H,302.0,311.8,1249,42.1,86,5.511,33.675,0
4396,M04396,M,302.5,310.3,1196,28.1,194,3.516,23.707,1
4397,L04397,L,299.3,308.6,1445,31.7,135,4.79,21.758,0
4398,L04398,L,298.7,309.0,1000,32.7,233,3.426,32.704,1
4399,L04399,L,298.4,307.9,1517,38.7,15,6.145,25.527,0
4400,L04400,L,301.3,312.3,1153,41.8,91,5.044,36.214,0
4401,L04401,L,300.5,308.9,1556,28.9,101,4.716,18.532,0
4402,L04402,L,299.8,310.5,1537,35.9,31,5.773,23.456,0
4403,L04403,L,302.6,313.5,1486,30.1,146,4.683,20.309,0
4404,L04404,L,300.8,311.8,1587,29.6,10,4.928,18.752,0
4405,H04405,H,298.3,306.8,1541,51.3,178,8.283,33.25,0
4406,M04406,M,298.6,309.0,1441,26.1,9,3.937,18.053,0
4407,H04407,H,301.4,310.7,1866,40.7,218,7.963,21.883,0
4408,L04408,L,302.1,310.7,1579,57.0,16,9.42,35.984,1
4409,L04409,L,301.1,310.7,1654,52.1,114,9.019,31.535,1
4410,L04410,L,303.8,312.9,1715,44.3,39,7.946,25.8,0
4411,L04411,L,303.3,314.2,1634,39.8,33,6.815,24.492,0
4412,L04412,L,300.9,311.4,1913,47.4,180,9.487,24.723,1
4413,M04413,M,298.3,307.2,1533,43.7,194,7.015,28.68,0
4414,M04414,M,297.4,306.7,1499,54.2,185,8.51,36.225,0
4415,L04415,L,299.2,308.8,1370,38.7,101,5.547,28.271,0
4416,L04416,L,301.5,311.4,1449,50.0,248,7.587,34.451,1
4417,L04417,L,303.7,314.7,1354,36.7,85,5.209,27.167,0
4418,L04418,L,300.8,311.5,1635,58.9,61,10.093,35.981,1
4419,L04419,L,302.3,312.4,1318,38.4,249,5.296,28.977,1
4420,L04420,L,299.5,309.2,1515,23.8,244,3.777,15.7,0
4421,L04421,L,301.2,309.5,1612,40.8,148,6.883,25.414,0
4422,H04422,H,301.6,312.9,1530,47.6,52,7.634,31.133,0
4423,L04423,L,296.0,305.6,1321,56.3,60,7.785,42.586,0
4424,M04424,M,299.2,310.7,1640,30.0,130,5.158,18.288,0
4425,L04425,L,301.9,312.1,1483,22.6,194,3.503,15.434,0
4426,L04426,L,300.5,312.6,1000,45.0,19,4.709,45.028,0
4427,L04427,L,297.6,308.2,1303,44.7,172,6.095,34.105,0
4428,L04428,L,295.1,303.7,1780,25.9,26,4.826,14.488,0
4429,L04429,L,299.3,308.7,1797,36.7,211,6.906,20.387,0
4430,M04430,M,299.9,309.7,1605,37.2,133,6.245,23.073,0
4431,M04431,M,298.2,307.4,1657,48.2,247,8.368,29.117,0
4432,L04432,L,300.3,309.9,1344,35.9,188,5.049,26.62,0
4433,L04433,L,301.0,309.6,1448,35.6,124,5.405,24.566,0
4434,H04434,H,301.3,311.3,1747,41.1,35,7.528,23.567,0
4435,L04435,L,295.3,305.5,1585,26.2,136,4.352,16.386,0
4436,L04436,L,297.4,306.4,1513,59.0,29,9.349,38.786,1
4437,L04437,L,299.4,311.3,1463,49.3,226,7.557,33.858,1
4438,M04438,M,301.1,311.2,1735,33.0,58,5.992,19.095,0
4439,H04439,H,301.0,310.2,1724,28.8,216,5.205,16.752,0
4440,L04440,L,300.9,309.3,1630,29.6,76,5.052,18.19,0
4441,M04441,M,299.2,309.3,1513,45.9,55,7.269,30.292,0
4442,M04442,M,299.3,309.1,1429,29.9,76,4.473,21.228,0
4443,L04443,L,298.5,309.3,1639,37.5,177,6.436,22.909,0
4444,L04444,L,301.5,311.4,1280,23.1,131,3.094,18.307,1
4445,L04445,L,298.2,307.0,1321,45.4,27,6.283,34.582,0
4446,H04446,H,301.7,313.4,1210,45.8,34,5.801,37.894,0
4447,L04447,L,300.4,310.9,1747,38.2,95,6.98,21.818,0
4448,M04448,M,299.9,309.7,1356,41.9,85,5.954,30.931,0
4449,L04449,L,298.7,308.9,1581,48.0,213,7.939,30.297,1
4450,M04450,M,297.3,307.8,1475,41.7,143,6.435,28.297,0
4451,L04451,L,298.7,307.3,2080,47.8,47,10.411,23.058,1
4452,L04452,L,299.3,309.5,1588,28.3,7,4.711,17.707,0
4453,M04453,M,295.3,304.8,1128,43.8,26,5.17,39.094,0
4454,M04454,M,299.6,310.1,1735,41.9,175,7.619,24.09,0
4455,M04455,M,301.8,311.1,1423,52.0,212,7.749,36.299,0
4456,L04456,L,301.1,310.5,1460,40.3,196,6.161,27.601,0
4457,M04457,M,299.0,310.7,1365,39.0,197,5.581,28.466,0
4458,L04458,L,300.1,311.3,1539,34.4,65,5.549,22.364,0
4459,L04459,L,298.9,305.6,1537,54.9,247,8.836,35.746,1
4460,L04460,L,300.3,311.5,1371,16.4,22,2.36,12.035,1
4461,L04461,L,303.1,313.0,1398,45.1,205,6.606,32.361,0
4462,L04462,L,301.9,311.2,1520,39.8,24,6.336,26.077,0
4463,H04463,H,301.0,310.0,1031,38.2,67,4.122,36.964,0
4464,L04464,L,299.0,308.1,1212,36.7,124,4.658,30.361,0
4465,M04465,M,301.5,310.8,1834,39.4,13,7.575,21.44,0
4466,L04466,L,296.6,305.5,1566,44.8,99,7.342,28.419,0
4467,L04467,L,299.5,308.1,1395,32.0,88,4.682,23.036,0
4468,L04468,L,301.2,310.1,1161,41.4,162,5.026,35.566,0
4469,H04469,H,301.5,311.8,1489,43.5,180,6.783,29.161,0
4470,M04470,M,301.3,311.4,1697,30.5,23,5.414,17.962,0
4471,H04471,H,300.6,311.1,2028,45.0,10,9.564,22.211,1
4472,H04472,H,299.6,309.5,1878,43.6,194,8.574,23.305,0
4473,L04473,L,301.1,309.8,1323,32.0,132,4.434,24.077,0
4474,L04474,L,298.1,308.6,1401,28.1,134,4.125,20.299,0
4475,M04475,M,298.3,307.3,1206,31.9,245,4.025,26.299,0
4476,L04476,L,300.1,310.8,1332,41.4,109,5.767,31.015,0
4477,L04477,L,300.3,309.2,1457,39.2,49,5.989,26.838,0
4478,L04478,L,296.3,305.7,1427,53.9,170,8.058,37.816,0
4479,L04479,L,300.9,310.5,1911,36.3,204,7.27,19.013,0
4480,L04480,L,301.5,312.2,1237,31.1,126,4.03,25.167,0
4481,L04481,L,299.8,310.0,1491,46.6,173,7.271,31.261,0
4482,L04482,L,304.7,314.8,1087,30.2,128,3.439,27.905,1
4483,L04483,L,298.6,310.5,1566,32.1,102,5.263,20.506,0
4484,L04484,L,299.3,307.4,1232,32.2,9,4.156,26.301,1
4485,L04485,L,299.2,308.2,1721,10.0,43,1.806,5.653,1
4486,M04486,M,299.8,308.8,1442,45.7,120,6.895,31.456,0
4487,L04487,L,299.3,307.6,1220,49.4,99,6.309,40.518,1
4488,L04488,L,297.2,306.5,1079,49.2,211,5.558,45.58,0
4489,M04489,M,298.9,309.6,1304,58.9,27,8.039,45.071,0
4490,L04490,L,299.8,309.2,1548,55.1,13,8.927,35.577,0
4491,L04491,L,302.5,312.1,1584,36.7,22,6.082,23.247,0
4492,M04492,M,304.4,312.7,1400,51.1,170,7.492,36.553,0
4493,L04493,L,302.7,311.9,1685,39.0,149,6.886,23.124,0
4494,M04494,M,298.4,308.0,1273,35.7,158,4.764,28.099,0
4495,M04495,M,298.6,309.3,1000,32.4,39,3.398,32.52,1
4496,M04496,M,299.7,308.0,1557,37.3,129,6.084,23.856,0
4497,L04497,L,303.6,313.1,1758,43.3,192,7.97,24.544,0
4498,L04498,L,299.7,310.8,1760,55.8,171,10.286,31.806,1
4499,L04499,L,297.3,306.9,1240,47.3,110,6.14,37.96,0
4500,L04500,L,299.0,306.9,1391,32.3,26,4.703,23.101,0
4501,L04501,L,301.5,312.8,1645,29.6,218,5.091,17.85,0
4502,L04502,L,301.4,312.1,1375,45.7,132,6.576,33.328,0
4503,L04503,L,299.6,310.5,1521,49.0,222,7.809,32.121,0
4504,L04504,L,301.4,309.6,1357,52.3,110,7.427,38.61,1
4505,L04505,L,295.5,307.0,1282,37.3,59,5.01,29.067,0
4506,L04506,L,300.2,309.4,1321,44.7,77,6.182,34.019,0
4507,M04507,M,301.7,311.2,1691,48.6,105,8.599,28.726,0
4508,L04508,L,298.3,307.6,1503,26.5,154,4.169,17.734,0
4509,L04509,L,298.3,309.3,1754,42.8,192,7.859,24.429,0
4510,H04510,H,296.3,306.1,1604,49.0,61,8.238,30.529,0
4511,L04511,L,303.2,313.7,1821,45.1,47,8.602,24.764,0
4512,L04512,L,298.6,308.6,1664,39.2,51,6.828,23.56,0
4513,L04513,L,300.5,310.4,1652,66.1,234,11.434,39.969,1
4514,M04514,M,301.2,310.3,1476,59.3,41,9.166,40.271,1
4515,L04515,L,303.0,314.8,2102,40.1,86,8.825,19.327,0
4516,L04516,L,299.7,308.2,1523,38.1,121,6.075,25.037,0
4517,L04517,L,298.9,309.3,1105,47.0,139,5.44,42.596,0
4518,M04518,M,300.3,310.7,1554,39.4,215,6.414,25.429,0
4519,L04519,L,302.6,313.7,1304,52.7,28,7.196,40.179,0
4520,L04520,L,299.7,311.0,1703,27.3,27,4.875,16.092,0
4521,M04521,M,298.1,308.0,1645,37.6,79,6.477,22.895,0
4522,L04522,L,296.9,307.4,1462,46.9,103,7.172,31.929,0
4523,M04523,M,297.6,309.3,1322,50.0,93,6.929,37.659,0
4524,L04524,L,301.7,311.7,1529,25.2,98,4.034,16.515,0
4525,M04525,M,299.4,308.3,1372,30.5,213,4.375,22.369,1
4526,L04526,L,298.8,308.4,1658,23.2,209,4.034,13.982,0
4527,M04527,M,298.6,307.3,1611,31.3,201,5.276,19.374,0
4528,H04528,H,300.2,310.5,2087,27.2,189,5.951,13.276,0
4529,L04529,L,299.5,310.6,1411,45.4,10,6.707,32.26,0
4530,L04530,L,299.5,309.3,1439,42.3,37,6.374,29.261,0
4531,L04531,L,302.7,311.1,1469,38.5,183,5.917,26.11,0
4532,L04532,L,303.1,314.1,1478,40.3,149,6.231,27.462,0
4533,L04533,L,296.8,305.0,1705,51.9,168,9.276,30.391,1
4534,L04534,L,300.7,309.1,1445,29.6,179,4.475,20.419,0
